contest_id,index,cf_rating,solved_count,num_tags,topic_complexity,has_dp,has_graphs,has_math,difficulty
1975,E,2100,2859,5,3,0,0,0,hard
1975,D,1700,7471,6,5,1,0,0,medium
1975,C,1200,17115,3,3,0,0,0,easy
1975,B,1000,20997,4,3,0,0,1,easy
1975,A,800,20666,4,3,0,0,0,easy
1974,G,2000,5853,3,3,0,0,0,hard
1974,F,1900,4382,6,3,0,0,0,medium
1974,E,1800,11217,1,5,1,0,0,medium
1974,D,1400,17730,3,3,0,0,0,medium
1974,C,1400,18974,2,1,0,0,0,medium
1974,B,800,34320,3,1,0,0,0,easy
1974,A,800,37818,2,3,0,0,1,easy
1973,F,3100,319,5,5,1,0,0,hard
1973,E,2500,987,3,5,0,1,1,hard
1973,D,2400,2243,3,1,0,0,1,hard
1973,C,1700,9821,5,3,0,0,1,medium
1973,B,1300,16766,6,3,0,0,1,medium
1973,A,900,28432,4,5,1,0,1,easy
1972,B,900,25320,1,1,0,0,0,easy
1972,A,800,25853,3,3,0,0,0,easy
1971,H,2100,2704,3,5,0,1,0,hard
1971,G,1700,11436,3,1,0,0,0,medium
1971,F,1600,12412,6,5,0,0,1,medium
1971,E,1500,18122,3,3,0,0,1,medium
1971,D,1100,30460,5,5,1,0,0,easy
1971,C,900,41328,1,1,0,0,0,easy
1971,B,800,44384,2,1,0,0,0,easy
1971,A,800,58925,2,1,0,0,0,easy
1970,G3,2400,537,5,5,1,1,0,hard
1970,G2,2200,864,5,5,1,1,0,hard
1970,G1,1900,1896,2,3,0,0,0,medium
1970,F3,2300,532,1,1,0,0,0,hard
1970,F2,2300,510,1,1,0,0,0,hard
1970,F1,2300,629,1,1,0,0,0,hard
1970,E3,2200,1165,2,5,1,0,0,hard
1970,E2,2000,2040,2,5,1,0,0,hard
1970,E1,1800,3412,1,5,1,0,0,medium
1970,D3,3100,160,1,1,0,0,0,hard
1970,D2,2600,306,4,1,0,0,0,hard
1970,D1,2100,934,4,1,0,0,0,hard
1970,C3,1900,2406,4,5,1,0,0,medium
1970,C2,1700,4311,4,5,1,0,0,medium
1970,C1,1400,4990,1,1,0,0,0,medium
1970,B3,2300,711,1,1,0,0,0,hard
1970,B2,2100,1205,1,1,0,0,0,hard
1970,B1,1900,1632,1,1,0,0,0,medium
1970,A3,2400,661,2,3,0,0,0,hard
1970,A2,2400,597,3,3,0,0,0,hard
1970,A1,1000,7168,2,1,0,0,0,easy
1969,F,3000,400,4,5,1,0,0,hard
1969,E,2400,1840,5,5,1,0,0,hard
1969,D,1900,5677,4,3,0,0,1,medium
1969,C,1700,11424,2,5,1,0,0,medium
1969,B,1000,22265,2,3,0,0,0,easy
1969,A,800,21995,3,1,0,0,1,easy
1968,G2,2200,2489,8,5,1,0,1,hard
1968,G1,1900,5261,6,5,1,0,0,medium
1968,F,1800,6889,2,3,0,0,0,medium
1968,E,1600,12593,1,1,0,0,0,medium
1968,D,1300,17355,6,5,0,1,1,medium
1968,C,1000,29118,2,1,0,0,0,easy
1968,B,800,31327,2,3,0,0,0,easy
1968,A,800,39305,3,1,0,0,1,easy
1967,F,3200,97,3,1,0,0,0,hard
1967,E2,3500,212,3,5,1,0,1,hard
1967,E1,3100,376,4,5,1,0,1,hard
1967,D,2800,971,6,5,0,1,0,hard
1967,C,2300,2223,7,5,1,0,1,hard
1967,B2,2200,4832,3,1,0,0,1,hard
1967,B1,1400,15989,3,1,0,0,1,medium
1967,A,1400,14898,5,3,0,0,1,medium
1966,B,1100,17164,2,1,0,0,0,easy
1966,A,800,19537,3,3,0,0,0,easy
1965,F,3300,277,2,5,0,0,0,hard
1965,E,3100,461,2,1,0,0,0,hard
1965,D,2900,536,1,1,0,0,0,hard
1965,C,2300,2343,3,3,0,0,0,hard
1965,B,1800,8081,4,3,0,0,0,medium
1965,A,1400,16635,4,3,0,0,1,medium
1958,J,3200,44,1,1,0,0,0,hard
1958,I,3100,50,3,5,0,1,0,hard
1958,H,2600,91,2,5,1,0,0,hard
1958,G,2400,126,1,1,0,0,0,hard
1958,F,2000,251,2,1,0,0,0,hard
1958,E,1900,329,2,1,0,0,0,medium
1958,D,1600,708,1,1,0,0,0,medium
1958,C,1500,990,1,1,0,0,0,medium
1958,B,1400,1182,2,1,0,0,1,medium
1958,A,1100,2562,2,5,1,0,0,easy
1957,F2,2700,602,6,3,0,0,0,hard
1957,F1,2600,657,6,3,0,0,0,hard
1957,E,2400,1614,5,5,1,0,1,hard
1957,D,1900,5771,4,5,1,0,1,medium
1957,C,1600,11890,3,5,1,0,1,medium
1957,B,1100,20349,4,3,0,0,0,easy
1957,A,800,25641,2,3,0,0,0,easy
1956,F,3000,479,5,5,0,1,0,hard
1956,E2,2700,1114,4,3,0,0,1,hard
1956,E1,2500,1666,3,1,0,0,1,hard
1956,D,2000,4751,8,5,1,0,1,hard
1956,C,1600,15093,3,3,0,0,1,medium
1956,B,800,22888,2,3,0,0,0,easy
1956,A,800,24131,5,3,0,0,0,easy
1955,H,2300,1512,7,5,1,0,0,hard
1955,G,1900,5858,6,5,1,0,1,medium
1955,F,1800,8678,5,5,1,0,1,medium
1955,E,1700,10516,4,3,0,0,0,medium
1955,D,1400,18403,2,1,0,0,0,medium
1955,C,1300,24442,3,3,0,0,1,medium
1955,B,1000,32197,4,1,0,0,0,easy
1955,A,800,52500,1,1,0,0,1,easy
1954,F,3100,353,3,5,1,0,1,hard
1954,E,2200,2952,7,3,0,0,1,hard
1954,D,1800,7994,4,5,1,0,1,medium
1954,C,1200,22693,3,3,0,0,1,easy
1954,B,1200,21455,2,1,0,0,1,easy
1954,A,900,27453,3,3,0,0,1,easy
1951,I,3200,103,5,5,0,1,0,hard
1951,H,3200,357,5,5,1,0,0,hard
1951,G,3100,425,3,1,0,0,1,hard
1951,F,2500,959,3,3,0,0,0,hard
1951,E,2000,4462,8,3,0,0,1,hard
1951,D,2000,6282,3,3,0,0,1,hard
1951,C,1400,13731,3,3,0,0,1,medium
1951,B,1200,16803,3,3,0,0,0,easy
1951,A,900,22514,3,3,0,0,1,easy
1950,G,1900,6026,7,5,1,1,0,medium
1950,F,1700,11242,5,3,0,0,0,medium
1950,E,1500,17368,4,1,0,0,0,medium
1950,D,1100,26423,4,5,1,0,0,easy
1950,C,800,46705,2,1,0,0,1,easy
1950,B,800,44079,1,1,0,0,0,easy
1950,A,800,68989,1,1,0,0,0,easy
1949,K,2800,449,2,1,0,0,1,hard
1949,J,2600,533,4,5,0,1,0,hard
1949,I,1800,2741,4,5,0,1,0,medium
1949,H,3100,163,2,3,0,0,1,hard
1949,G,2300,1038,2,5,0,1,0,hard
1949,F,2200,1403,3,3,0,0,0,hard
1949,E,2900,145,2,1,0,0,1,hard
1949,D,2600,539,1,1,0,0,0,hard
1949,C,1900,2514,4,5,1,0,0,medium
1949,B,1500,4867,4,3,0,0,0,medium
1949,A,3300,203,5,5,1,0,0,hard
1948,G,3100,870,5,3,0,0,0,hard
1948,F,2500,1607,3,1,0,0,1,hard
1948,E,2100,3506,5,5,0,1,0,hard
1948,D,1700,12215,3,1,0,0,0,medium
1948,C,1300,21022,6,5,1,1,0,medium
1948,B,1100,26216,4,5,1,0,0,easy
1948,A,800,30896,2,1,0,0,0,easy
1946,F,2500,1233,4,5,1,0,0,hard
1946,E,2200,3163,4,5,1,0,1,hard
1946,D,1900,5588,5,3,0,0,0,medium
1946,C,1600,13660,5,5,1,0,0,medium
1946,B,1100,23363,3,5,1,0,1,easy
1946,A,800,28522,3,3,0,0,0,easy
1945,H,2600,849,4,1,0,0,1,hard
1945,G,2500,902,4,3,0,0,0,hard
1945,F,1900,5079,2,1,0,0,0,medium
1945,E,1700,9682,3,3,0,0,0,medium
1945,D,1300,17103,2,5,1,0,0,medium
1945,C,1200,17337,1,1,0,0,0,easy
1945,B,900,26155,2,1,0,0,1,easy
1945,A,800,30274,2,3,0,0,1,easy
1944,B,1100,18121,2,1,0,0,0,easy
1944,A,800,28502,3,5,0,1,1,easy
1943,F,3500,140,1,5,1,0,0,hard
1943,E2,3300,370,3,3,0,0,0,hard
1943,E1,2900,529,3,3,0,0,0,hard
1943,D2,2800,1115,2,5,1,0,0,hard
1943,D1,2400,1939,4,5,1,0,1,hard
1943,C,2300,2586,4,3,0,0,0,hard
1943,B,2000,4520,4,1,0,0,1,hard
1943,A,1300,21403,2,3,0,0,0,medium
1942,H,3500,198,4,5,1,0,0,hard
1942,G,2800,733,3,5,1,0,1,hard
1942,F,2700,971,4,1,0,0,1,hard
1942,E,2300,1952,2,1,0,0,0,hard
1942,D,2100,3327,7,5,1,0,0,hard
1942,C2,1700,6856,3,5,0,0,1,medium
1942,C1,1300,12397,3,5,0,0,1,medium
1942,B,1100,15468,2,1,0,0,1,easy
1942,A,800,18493,2,1,0,0,1,easy
1941,G,2000,4608,4,5,0,1,0,hard
1941,F,1800,7364,4,3,0,0,0,medium
1941,E,1600,11871,4,5,1,0,0,medium
1941,D,1200,20858,3,5,1,0,0,easy
1941,C,900,39049,3,5,1,0,0,easy
1941,B,1000,34644,4,5,1,0,1,easy
1941,A,800,47577,2,1,0,0,1,easy
1938,M,3500,96,0,1,0,0,0,hard
1938,L,2800,351,0,1,0,0,0,hard
1938,K,2400,789,0,1,0,0,0,hard
1938,J,2100,1596,0,1,0,0,0,hard
1938,I,2800,87,0,1,0,0,0,hard
1938,H,1600,2673,0,1,0,0,0,medium
1938,G,2300,1288,0,1,0,0,0,hard
1938,F,2400,932,0,1,0,0,0,hard
1938,E,2200,1270,0,1,0,0,0,hard
1938,D,3300,110,0,1,0,0,0,hard
1938,C,1900,1824,0,1,0,0,0,medium
1938,B,3000,233,0,1,0,0,0,hard
1938,A,3500,77,0,1,0,0,0,hard
1937,B,1300,17276,3,5,1,0,0,medium
1937,A,800,24601,2,1,0,0,1,easy
1936,F,3300,171,2,5,0,0,0,hard
1936,E,3400,147,3,5,0,0,1,hard
1936,D,3100,618,5,3,0,0,0,hard
1936,C,2400,1712,6,5,0,1,0,hard
1936,B,2000,3545,5,3,0,0,1,hard
1936,A,1700,8627,5,3,0,0,1,medium
1935,F,2800,597,8,3,0,0,0,hard
1935,E,2400,1644,5,3,0,0,1,hard
1935,D,1800,10571,4,3,0,0,1,medium
1935,C,1800,9731,7,5,1,0,0,medium
1935,B,1200,20845,1,1,0,0,0,easy
1935,A,800,30288,2,1,0,0,0,easy
1934,E,3000,340,3,1,0,0,0,hard
1934,D2,2400,1745,4,3,0,0,0,hard
1934,D1,2100,4122,3,3,0,0,0,hard
1934,C,1700,8053,6,5,0,0,1,medium
1934,B,1200,21952,4,5,1,0,1,easy
1934,A,800,27213,2,3,0,0,1,easy
1933,G,2300,1173,6,1,0,0,1,hard
1933,F,2100,2937,4,5,1,1,0,hard
1933,E,1500,13421,4,3,0,0,1,medium
1933,D,1200,23419,5,3,0,0,1,easy
1933,C,1100,25289,4,1,0,0,1,easy
1933,B,800,36147,3,1,0,0,1,easy
1933,A,800,41984,3,3,0,0,1,easy
1932,G,2300,1337,4,5,0,1,1,hard
1932,F,1900,5590,3,5,1,0,0,medium
1932,E,1600,10140,3,1,0,0,1,medium
1932,D,1400,13397,2,3,0,0,0,medium
1932,C,1400,18825,5,1,0,0,1,medium
1932,B,1100,23610,1,1,0,0,0,easy
1932,A,800,33776,3,5,1,0,0,easy
1931,G,2000,3618,3,1,0,0,1,hard
1931,F,1700,11896,3,5,0,1,0,medium
1931,E,1400,25465,4,3,0,0,1,medium
1931,D,1300,30276,3,1,0,0,1,medium
1931,C,1000,33756,3,3,0,0,1,easy
1931,B,800,35267,1,3,0,0,0,easy
1931,A,800,39840,2,1,0,0,0,easy
1930,I,3500,100,1,1,0,0,0,hard
1930,H,3300,362,4,3,0,0,0,hard
1930,G,3100,491,3,5,1,0,0,hard
1930,F,2700,933,3,1,0,0,0,hard
1930,E,2400,1462,3,5,1,0,1,hard
1930,D2,2100,3041,7,5,1,0,0,hard
1930,D1,1800,4839,4,5,1,0,0,medium
1930,C,1700,8125,5,3,0,0,0,medium
1930,B,1000,17614,3,1,0,0,1,easy
1930,A,800,20255,2,3,0,0,0,easy
1929,F,2300,2253,6,3,0,0,1,hard
1929,E,2300,2062,8,5,1,1,1,hard
1929,D,1900,5732,4,5,1,0,1,medium
1929,C,1400,17224,6,3,0,0,1,medium
1929,B,800,26688,3,3,0,0,1,easy
1929,A,800,34844,4,3,0,0,1,easy
1928,F,2900,344,4,1,0,0,1,hard
1928,E,2300,2083,7,5,1,1,1,hard
1928,D,1900,5148,5,3,0,0,1,medium
1928,C,1600,10322,3,1,0,0,1,medium
1928,B,1200,20687,4,3,0,0,0,easy
1928,A,800,24388,2,5,0,0,1,easy
1927,G,2300,1975,4,5,1,0,1,hard
1927,F,1900,5356,8,5,0,1,0,medium
1927,E,1400,16986,3,1,0,0,1,medium
1927,D,1300,32815,7,5,1,0,0,medium
1927,C,1000,31481,3,3,0,0,1,easy
1927,B,900,37964,3,3,0,0,0,easy
1927,A,800,51182,2,3,0,0,0,easy
1926,G,1900,4501,7,5,1,1,0,medium
1926,F,2200,2084,5,5,1,0,0,hard
1926,E,1500,14789,7,5,1,0,1,medium
1926,D,1300,18312,2,3,0,0,0,medium
1926,C,1200,32553,2,5,1,0,0,easy
1926,B,800,36355,2,5,0,0,0,easy
1926,A,800,61786,1,1,0,0,0,easy
1925,D,1900,4747,4,5,1,0,1,medium
1925,B,1200,23057,4,3,0,0,1,easy
1925,A,800,31107,3,3,0,0,0,easy
1924,F,3500,225,4,5,1,0,0,hard
1924,E,3100,532,2,1,0,0,0,hard
1924,D,2700,1410,3,5,1,0,1,hard
1924,C,2400,1367,3,5,0,0,1,hard
1924,B,2100,3266,4,1,0,0,1,hard
1924,A,1500,16670,5,5,1,0,0,medium
1923,F,2800,533,7,3,0,0,0,hard
1923,E,2000,5107,6,5,1,1,0,hard
1923,D,1800,8321,5,3,0,0,0,medium
1923,C,1400,18385,2,3,0,0,0,medium
1923,B,1100,19825,3,5,1,0,0,easy
1923,A,800,26334,2,3,0,0,0,easy
1922,F,2500,1741,2,5,1,0,0,hard
1922,E,1800,9055,5,3,0,0,1,medium
1922,D,1900,6753,5,1,0,0,1,medium
1922,C,1300,21921,3,3,0,0,1,medium
1922,B,1200,23301,4,1,0,0,1,easy
1922,A,800,28764,3,1,0,0,0,easy
1921,G,2200,1452,5,5,1,0,0,hard
1921,F,1900,4952,5,5,1,0,1,medium
1921,E,1600,11367,4,3,0,0,1,medium
1921,D,1100,24163,4,3,0,0,0,easy
1921,C,900,32528,2,3,0,0,1,easy
1921,B,800,36486,2,3,0,0,0,easy
1921,A,800,49392,2,3,0,0,1,easy
1920,F2,3000,637,6,5,0,1,0,hard
1920,F1,2500,1186,7,5,0,1,0,hard
1920,E,2100,3365,3,5,1,0,1,hard
1920,D,1900,6466,5,3,0,0,1,medium
1920,C,1600,19736,3,1,0,0,1,medium
1920,B,1100,23077,4,3,0,0,1,easy
1920,A,800,29505,3,3,0,0,1,easy
1919,H,2000,177,2,3,0,0,0,hard
1919,G,3500,207,4,3,0,0,0,hard
1919,F2,2800,1081,5,5,1,0,0,hard
1919,F1,2300,2571,2,3,0,0,0,hard
1919,E,2600,1123,5,5,1,0,1,hard
1919,D,2100,4550,6,3,0,0,0,hard
1919,C,1400,28326,3,5,1,0,0,medium
1919,B,800,31616,1,3,0,0,0,easy
1919,A,800,36117,2,1,0,0,1,easy
1918,G,2700,654,2,1,0,0,1,hard
1918,F,2500,1094,6,5,0,1,0,hard
1918,E,2200,2047,6,1,0,0,0,hard
1918,D,1900,6133,5,5,1,0,0,medium
1918,C,1400,16578,4,3,0,0,1,medium
1918,B,900,26927,5,3,0,0,0,easy
1918,A,800,32295,4,3,0,0,1,easy
1917,F,2500,1187,4,5,1,0,0,hard
1917,E,2500,1621,2,1,0,0,1,hard
1917,D,2300,2064,6,5,1,0,1,hard
1917,C,1600,12326,4,3,0,0,1,medium
1917,B,1100,35958,5,5,1,0,0,easy
1917,A,800,27211,2,1,0,0,1,easy
1916,H2,2700,627,5,5,1,0,1,hard
1916,H1,2700,711,5,5,1,0,1,hard
1916,G,3500,234,4,5,1,0,0,hard
1916,F,2900,706,4,5,0,1,0,hard
1916,E,2300,2630,4,3,0,0,0,hard
1916,D,1700,9741,4,5,0,0,1,medium
1916,C,1200,19837,5,3,0,0,1,easy
1916,B,1000,31728,3,1,0,0,1,easy
1916,A,800,28252,4,1,0,0,1,easy
1915,G,1800,9561,5,5,0,1,0,medium
1915,F,1500,21838,3,1,0,0,0,medium
1915,E,1300,34182,3,3,0,0,1,medium
1915,D,900,34970,3,3,0,0,0,easy
1915,C,800,53785,2,3,0,0,0,easy
1915,B,800,49994,3,1,0,0,0,easy
1915,A,800,78827,2,1,0,0,0,easy
1914,G2,2300,1802,6,5,1,1,0,hard
1914,G1,2100,2380,8,5,1,1,1,hard
1914,F,1900,4977,5,5,1,0,0,medium
1914,E2,1400,14693,3,3,0,0,0,medium
1914,E1,1400,14189,4,3,0,0,0,medium
1914,D,1200,37641,5,5,1,0,0,easy
1914,C,1100,39116,2,3,0,0,1,easy
1914,B,800,33157,2,1,0,0,1,easy
1914,A,800,35066,2,1,0,0,0,easy
1913,F,2800,535,5,3,0,0,0,hard
1913,E,2400,1317,2,5,0,1,0,hard
1913,D,2100,4112,4,5,1,0,0,hard
1913,C,1300,17439,4,3,0,0,0,medium
1913,B,1000,50653,1,1,0,0,0,easy
1913,A,800,27184,1,1,0,0,0,easy
1912,L,800,8580,1,1,0,0,0,easy
1912,K,1800,4162,3,5,1,0,0,medium
1912,J,2300,730,0,1,0,0,0,hard
1912,I,3300,65,3,5,0,0,1,hard
1912,H,2400,605,1,5,0,1,0,hard
1912,G,2400,583,1,1,0,0,0,hard
1912,F,3100,140,2,1,0,0,1,hard
1912,E,2200,1271,3,1,0,0,1,hard
1912,D,1900,1974,1,1,0,0,1,medium
1912,C,3300,70,1,1,0,0,0,hard
1912,B,2100,1428,3,1,0,0,1,hard
1912,A,1900,2967,3,1,0,0,0,medium
1910,J,2900,55,1,1,0,0,0,hard
1910,I,2700,64,3,5,1,0,0,hard
1910,H,2400,107,3,3,0,0,0,hard
1910,G,2700,71,2,3,0,0,0,hard
1910,F,2000,217,3,3,0,0,0,hard
1910,E,2100,240,2,5,1,0,0,hard
1910,D,1800,406,2,3,0,0,0,medium
1910,C,1600,734,2,1,0,0,0,medium
1910,B,1600,802,2,3,0,0,0,medium
1910,A,1100,1980,2,1,0,0,0,easy
1909,I,1900,174,4,5,1,0,1,medium
1909,H,3500,109,2,1,0,0,0,hard
1909,G,3000,648,2,1,0,0,0,hard
1909,F2,2500,1224,3,5,1,0,1,hard
1909,F1,2200,2250,4,5,1,0,1,hard
1909,E,2400,1675,5,1,0,0,1,hard
1909,D,1900,5105,3,3,0,0,1,medium
1909,C,1400,13127,6,3,0,0,1,medium
1909,B,1200,30605,4,1,0,0,1,easy
1909,A,800,18904,2,1,0,0,1,easy
1907,G,2200,2319,6,5,0,1,0,hard
1907,F,1800,5975,2,3,0,0,0,medium
1907,E,1600,15635,3,1,0,0,0,medium
1907,D,1400,23351,2,3,0,0,0,medium
1907,C,1200,23071,4,3,0,0,1,easy
1907,B,1000,30229,3,1,0,0,0,easy
1907,A,800,41637,1,1,0,0,0,easy
1906,M,1700,3441,2,3,0,0,1,medium
1906,L,2500,762,1,1,0,0,0,hard
1906,K,2500,561,2,1,0,0,1,hard
1906,J,2100,1080,2,5,1,0,0,hard
1906,I,2900,218,1,1,0,0,0,hard
1906,H,2200,1080,2,5,1,0,0,hard
1906,G,2900,329,2,1,0,0,0,hard
1906,F,2100,1673,2,1,0,0,0,hard
1906,E,1900,2393,2,5,1,0,0,medium
1906,D,2800,168,2,5,0,0,0,hard
1906,C,3000,268,1,1,0,0,0,hard
1906,B,2600,819,3,1,0,0,0,hard
1906,A,1000,5992,1,1,0,0,0,easy
1905,F,2600,747,3,1,0,0,0,hard
1905,E,2400,1261,5,5,1,0,1,hard
1905,D,2000,4590,4,1,0,0,1,hard
1905,C,1400,14164,2,3,0,0,0,medium
1905,B,1100,18544,2,3,0,0,0,easy
1905,A,800,24393,2,1,0,0,1,easy
1904,F,2800,490,5,5,0,1,0,hard
1904,E,2500,1269,5,5,0,1,0,hard
1904,D2,1800,5659,6,3,0,0,0,medium
1904,D1,1600,8577,3,3,0,0,0,medium
1904,C,1400,23303,5,3,0,0,0,medium
1904,B,1100,27577,5,5,1,0,0,easy
1904,A,900,39876,2,1,0,0,0,easy
1903,F,2500,894,5,5,0,1,0,hard
1903,E,2000,2497,3,3,0,0,1,hard
1903,D2,2500,1016,4,5,1,0,0,hard
1903,D1,1700,7079,4,3,0,0,0,medium
1903,C,1400,14421,2,3,0,0,0,medium
1903,B,1200,14797,4,3,0,0,0,easy
1903,A,800,78257,3,3,0,0,0,easy
1902,F,2400,1459,7,5,0,1,1,hard
1902,E,1900,5559,3,3,0,0,0,medium
1902,D,1900,5234,4,5,1,0,0,medium
1902,C,1300,16897,5,3,0,0,1,medium
1902,B,1100,16362,3,3,0,0,0,easy
1902,A,800,23229,1,1,0,0,0,easy
1901,F,2900,188,3,5,0,0,0,hard
1901,E,2200,1969,6,5,1,1,0,hard
1901,D,1700,8552,5,5,1,0,1,medium
1901,C,1400,14186,3,3,0,0,1,medium
1901,B,1100,16893,2,3,0,0,1,easy
1901,A,800,74039,2,3,0,0,1,easy
1900,F,2800,357,3,3,0,0,0,hard
1900,E,2100,2622,5,5,1,1,0,hard
1900,D,2000,5333,5,5,1,0,1,hard
1900,C,1300,14955,3,5,1,0,0,medium
1900,B,900,20418,2,5,1,0,1,easy
1900,A,800,63079,4,3,0,0,0,easy
1899,G,1900,3993,7,3,0,0,0,medium
1899,F,1600,9477,5,5,0,1,0,medium
1899,E,1300,18190,3,3,0,0,0,medium
1899,D,1300,15597,3,1,0,0,1,medium
1899,C,1100,34477,3,5,1,0,0,easy
1899,B,1100,33009,3,1,0,0,0,easy
1899,A,800,91396,3,1,0,0,1,easy
1898,F,2600,935,4,1,0,0,0,hard
1898,E,2200,2706,5,3,0,0,0,hard
1898,D,1900,6591,2,3,0,0,1,medium
1898,C,1700,6489,1,1,0,0,0,medium
1898,B,1500,14570,2,3,0,0,1,medium
1898,A,800,17363,3,1,0,0,0,easy
1896,H2,3500,141,5,5,1,0,1,hard
1896,H1,3400,116,6,5,1,0,1,hard
1896,G,3200,409,4,1,0,0,0,hard
1896,F,2600,955,4,3,0,0,1,hard
1896,E,2100,2729,2,1,0,0,0,hard
1896,D,1700,6979,5,3,0,0,1,medium
1896,C,1400,11557,4,3,0,0,0,medium
1896,B,900,18351,3,3,0,0,0,easy
1896,A,800,56339,1,1,0,0,0,easy
1895,G,3100,320,5,5,1,0,0,hard
1895,F,2600,1036,4,5,1,0,1,hard
1895,E,2300,1852,11,5,1,1,0,hard
1895,D,1900,7106,6,3,0,0,1,medium
1895,C,1400,12977,5,5,1,0,1,medium
1895,B,800,21548,3,3,0,0,1,easy
1895,A,800,25867,1,1,0,0,1,easy
1894,B,1000,18066,1,1,0,0,0,easy
1894,A,800,20408,2,1,0,0,0,easy
1893,E,3500,275,4,5,1,1,0,hard
1893,D,2600,1084,3,3,0,0,0,hard
1893,C,2000,3180,3,3,0,0,0,hard
1893,B,1700,11392,4,3,0,0,0,medium
1893,A,1400,15035,4,5,0,1,0,medium
1891,F,2000,4755,3,3,0,0,0,hard
1891,E,2500,1079,5,3,0,0,1,hard
1891,D,1900,4542,3,3,0,0,1,medium
1891,C,1500,20154,5,3,0,0,0,medium
1891,B,1100,28726,3,1,0,0,1,easy
1891,A,800,20507,2,1,0,0,0,easy
1890,B,800,18714,2,1,0,0,0,easy
1890,A,800,56224,1,1,0,0,0,easy
1889,F,3500,153,4,5,1,0,0,hard
1889,E,3500,150,3,5,0,1,0,hard
1889,D,3000,900,5,5,0,1,0,hard
1889,C2,2600,1201,2,5,1,0,0,hard
1889,C1,2000,3895,5,5,1,0,0,hard
1889,B,1700,8590,4,3,0,0,1,medium
1889,A,1300,15260,3,3,0,0,0,medium
1887,F,3400,243,1,1,0,0,0,hard
1887,E,3100,492,4,5,0,1,0,hard
1887,D,2700,1252,7,3,0,0,1,hard
1887,C,2400,2267,7,3,0,0,0,hard
1887,B,1900,3884,3,5,0,1,0,medium
1886,F,3300,245,2,3,0,0,0,hard
1886,E,2400,1845,7,5,1,0,1,hard
1886,D,2100,4163,3,1,0,0,1,hard
1886,C,1600,16430,2,1,0,0,0,medium
1886,B,1200,17979,3,5,0,0,1,easy
1886,A,800,27677,3,1,0,0,1,easy
1884,E,2800,381,3,3,0,0,1,hard
1884,D,2100,4026,3,5,1,0,1,hard
1884,C,1700,7316,5,5,1,0,0,medium
1884,B,1100,14664,4,3,0,0,1,easy
1884,A,800,19123,3,3,0,0,1,easy
1883,G2,1900,6705,4,3,0,0,0,medium
1883,G1,1400,19317,3,3,0,0,0,medium
1883,F,1400,11813,1,1,0,0,0,medium
1883,E,1700,9873,2,3,0,0,0,medium
1883,D,1500,14469,2,3,0,0,0,medium
1883,C,1000,49587,2,5,1,0,1,easy
1883,B,900,58950,1,1,0,0,0,easy
1883,A,800,29125,1,1,0,0,1,easy
1882,E2,3100,353,1,1,0,0,0,hard
1882,E1,2400,1209,4,3,0,0,0,hard
1882,D,1900,7051,5,5,1,0,0,medium
1882,C,1500,14418,2,3,0,0,0,medium
1882,B,1300,17382,4,3,0,0,0,medium
1882,A,800,27299,1,3,0,0,0,easy
1881,G,2000,2873,2,3,0,0,0,hard
1881,F,1700,9490,5,5,1,1,0,medium
1881,E,1500,23336,1,5,1,0,0,medium
1881,D,1300,28116,2,1,0,0,1,medium
1881,C,1200,19199,2,1,0,0,0,easy
1881,B,900,28628,1,1,0,0,1,easy
1881,A,800,58516,2,1,0,0,0,easy
1879,F,2800,603,3,1,0,0,0,hard
1879,E,2400,1565,7,5,0,1,0,hard
1879,D,1700,10363,5,5,1,0,1,medium
1879,C,1300,26851,3,5,1,0,0,medium
1879,B,900,25025,2,3,0,0,0,easy
1879,A,800,24484,1,3,0,0,0,easy
1878,G,2300,1456,7,3,0,0,0,hard
1878,F,1900,4911,3,1,0,0,1,medium
1878,E,1400,20583,4,3,0,0,0,medium
1878,D,1600,10049,2,3,0,0,0,medium
1878,C,900,56982,1,1,0,0,1,easy
1878,B,800,34147,2,1,0,0,1,easy
1878,A,800,77638,1,3,0,0,0,easy
1877,C,1200,12800,2,1,0,0,1,easy
1877,A,800,51530,1,1,0,0,1,easy
1876,G,3500,276,5,3,0,0,0,hard
1876,F,3500,185,2,5,0,1,0,hard
1876,E,3300,344,4,5,1,0,0,hard
1876,D,2500,1046,5,5,0,1,0,hard
1876,C,2100,2707,5,5,0,1,0,hard
1876,B,1500,9999,3,1,0,0,0,medium
1876,A,1000,34526,2,3,0,0,0,easy
1875,D,1600,11337,1,5,1,0,0,medium
1875,C,1400,13841,4,3,0,0,1,medium
1875,A,900,46426,2,3,0,0,0,easy
1874,G,3500,131,1,5,1,0,0,hard
1874,F,3500,435,1,5,1,0,0,hard
1874,E,3000,572,2,5,1,0,1,hard
1874,D,2800,923,4,5,1,0,1,hard
1874,C,2300,2168,5,5,1,1,1,hard
1874,B,2400,1384,6,5,1,1,0,hard
1874,A,1200,19327,4,3,0,0,0,easy
1873,H,1700,9439,6,5,0,1,0,medium
1873,G,1500,16756,2,3,0,0,0,medium
1873,F,1300,19592,4,3,0,0,1,medium
1873,E,1100,42783,2,3,0,0,0,easy
1873,D,800,42825,3,3,0,0,0,easy
1873,C,800,69126,2,1,0,0,1,easy
1873,B,800,62241,3,3,0,0,1,easy
1873,A,800,70887,2,1,0,0,0,easy
1872,G,2000,5007,3,3,0,0,1,hard
